,longitude,latitude,housing_median_age,total_rooms,population,households,median_income,median_house_value,ocean_proximity_<1h ocean,ocean_proximity_inland,ocean_proximity_island,ocean_proximity_near bay,ocean_proximity_near ocean
11718,-120.1,39.19,18,3824,241,106,5.5456,360000.0,0,1,0,0,0
11719,-120.1,39.19,17,1480,202,80,3.9375,213200.0,0,1,0,0,0
11720,-120.1,39.2,20,1703,409,174,3.087,196900.0,0,1,0,0,0
11721,-120.11,39.21,18,2245,421,162,4.5795,158300.0,0,1,0,0,0
11722,-120.11,39.24,21,3005,385,150,3.1193,153300.0,0,1,0,0,0
11723,-120.08,39.23,19,1746,251,104,4.8182,146900.0,0,1,0,0,0
11724,-120.07,39.24,20,3729,365,152,4.962,169500.0,0,1,0,0,0
11725,-120.06,39.25,21,2459,584,233,3.01,163500.0,0,1,0,0,0
11726,-120.04,39.24,30,2369,510,213,2.65,123800.0,0,1,0,0,0
11727,-120.04,39.27,24,2237,264,95,4.1364,154500.0,0,1,0,0,0
11728,-120.02,39.24,24,1602,751,257,1.7609,99300.0,0,1,0,0,0
11729,-120.02,39.24,22,2309,919,342,3.0057,93600.0,0,1,0,0,0
11730,-120.02,39.24,32,1347,825,303,1.8269,225000.0,0,1,0,0,0
11731,-120.01,39.26,26,1930,307,138,2.6023,139300.0,0,1,0,0,0
11732,-120.91,38.98,13,5698,3132,1092,3.653,146800.0,0,1,0,0,0
11733,-120.81,39.02,30,806,326,146,2.8155,101000.0,0,1,0,0,0
11734,-120.69,39.12,19,1048,493,184,2.2917,118200.0,0,1,0,0,0
11735,-120.83,39.02,15,1117,551,229,2.6319,97700.0,0,1,0,0,0
11736,-121.06,38.91,18,5698,2954,1092,2.5373,143000.0,0,1,0,0,0
11737,-121.08,38.9,27,3436,1568,709,2.4273,138400.0,0,1,0,0,0
11738,-121.06,38.88,17,5698,3096,1092,4.2917,184300.0,0,1,0,0,0
11739,-121.08,38.89,41,3471,1680,710,2.6701,139000.0,0,1,0,0,0
11740,-121.07,38.9,52,1280,523,266,1.7375,122200.0,0,1,0,0,0
11741,-121.15,38.89,20,2024,879,309,5.2903,239400.0,0,1,0,0,0
11742,-121.12,38.86,17,3949,1683,686,3.3802,216500.0,0,1,0,0,0
11743,-121.13,38.87,48,1127,530,186,3.0917,128100.0,0,1,0,0,0
11744,-121.15,38.91,23,1654,787,299,4.2723,193100.0,0,1,0,0,0
11745,-121.08,38.85,10,2509,1037,389,6.0,220100.0,0,1,0,0,0
11746,-121.16,38.74,17,3353,1417,447,5.1721,237100.0,0,1,0,0,0
11747,-121.14,38.77,15,5698,3132,1092,6.4789,287800.0,0,1,0,0,0
11748,-121.16,38.75,27,771,315,111,8.013024999999999,276600.0,0,1,0,0,0
11749,-121.14,38.84,22,2750,1161,428,4.2143,236500.0,0,1,0,0,0
11750,-121.14,38.82,22,1816,832,278,5.07,233000.0,0,1,0,0,0
11751,-121.15,38.8,20,2104,745,314,4.1685,217500.0,0,1,0,0,0
11752,-121.18,38.78,13,3480,1432,532,6.1642,277800.0,0,1,0,0,0
11753,-121.18,38.8,18,2541,1276,405,5.1857,220100.0,0,1,0,0,0
11754,-121.21,38.76,16,1608,792,286,3.1583,239200.0,0,1,0,0,0
11755,-121.21,38.75,11,4552,2006,623,4.3962,264400.0,0,1,0,0,0
11756,-121.17,38.76,14,2028,781,251,6.5322,394000.0,0,1,0,0,0
11757,-121.2,38.73,11,4897,1931,616,7.7499,334800.0,0,1,0,0,0
11758,-121.18,38.73,16,1584,613,226,6.0302,273100.0,0,1,0,0,0
11759,-121.18,38.75,16,2807,1201,429,4.7941,247600.0,0,1,0,0,0
11760,-121.24,38.75,5,5698,3132,1092,5.4896,229600.0,0,1,0,0,0
11761,-121.24,38.72,12,3605,1556,549,4.9,203700.0,0,1,0,0,0
11762,-121.27,38.74,19,3869,2086,685,2.6065,154900.0,0,1,0,0,0
11763,-121.26,38.73,14,3323,1527,540,5.3451,172100.0,0,1,0,0,0
11764,-121.26,38.74,22,5698,3132,1092,3.3941,135900.0,0,1,0,0,0
11765,-121.28,38.73,6,4223,1747,631,5.419,267400.0,0,1,0,0,0
11766,-121.27,38.72,6,4664,2105,663,6.0804,198700.0,0,1,0,0,0
11767,-121.25,38.72,10,5698,3132,1092,4.485,179400.0,0,1,0,0,0
11768,-121.27,38.75,21,4812,1985,1045,2.5083,128500.0,0,1,0,0,0
11769,-121.28,38.74,33,4384,1775,789,4.05,134700.0,0,1,0,0,0
11770,-121.3,38.73,9,5558,2717,1043,3.6455,139200.0,0,1,0,0,0
11771,-121.36,38.73,21,2253,1050,411,3.141,220100.0,0,1,0,0,0
11772,-121.32,38.74,14,1449,670,232,4.3897,186300.0,0,1,0,0,0
11773,-121.31,38.75,7,4185,2147,706,4.0519,129200.0,0,1,0,0,0
11774,-121.3,38.75,36,3903,2313,804,2.655,86300.0,0,1,0,0,0
11775,-121.28,38.75,52,493,189,94,2.108,83800.0,0,1,0,0,0
11776,-121.3,38.74,41,4374,2387,959,2.3611,87900.0,0,1,0,0,0
11777,-121.33,38.77,3,5698,3132,1092,4.2259,169300.0,0,1,0,0,0
11778,-121.28,38.76,47,2901,1276,578,2.1366,101900.0,0,1,0,0,0
11779,-121.27,38.75,43,1292,647,249,2.7188,85300.0,0,1,0,0,0
11780,-121.29,38.76,12,1198,443,170,6.0097,187500.0,0,1,0,0,0
11781,-121.28,38.77,6,3819,1738,587,5.8718,201400.0,0,1,0,0,0
11782,-121.28,38.8,7,5698,3132,1092,3.816,147900.0,0,1,0,0,0
11783,-121.24,38.78,11,1851,1049,369,3.5288,141100.0,0,1,0,0,0
11784,-121.24,38.78,18,549,249,136,0.8691,136500.0,0,1,0,0,0
11785,-121.23,38.78,13,3813,1513,783,2.0807,142600.0,0,1,0,0,0
11786,-121.22,38.78,8,3418,1312,409,6.3914,218000.0,0,1,0,0,0
11787,-121.24,38.82,5,5698,3132,1092,5.4498,217300.0,0,1,0,0,0
11788,-121.25,38.8,14,5094,1974,705,5.5205,188700.0,0,1,0,0,0
11789,-121.24,38.79,15,2615,1063,428,3.7904,173200.0,0,1,0,0,0
11790,-121.24,38.79,23,1419,706,269,3.1875,110200.0,0,1,0,0,0
11791,-121.23,38.79,45,907,463,190,2.2292,92000.0,0,1,0,0,0
11792,-121.22,38.8,11,2521,1390,477,3.5265,124800.0,0,1,0,0,0
11793,-121.19,38.87,20,3118,1405,519,6.0,209400.0,0,1,0,0,0
11794,-121.21,38.83,21,3691,1758,603,3.5607,151900.0,0,1,0,0,0
11795,-121.19,38.85,8,4114,2268,716,4.4085,139400.0,0,1,0,0,0
11796,-121.18,38.83,15,4488,2114,805,2.9484,124400.0,0,1,0,0,0
11797,-121.39,38.85,19,3568,1714,590,4.0862,162700.0,0,1,0,0,0
11798,-121.3,39.0,16,3155,1630,540,4.0282,126400.0,0,1,0,0,0
11799,-121.31,38.97,16,1210,726,222,2.7083,82100.0,0,1,0,0,0
11800,-121.22,38.92,19,2531,1206,429,4.4958,192600.0,0,1,0,0,0
11801,-121.27,38.87,16,2094,1092,357,4.4769,191400.0,0,1,0,0,0
11802,-121.29,38.9,45,2019,1104,407,3.1691,108700.0,0,1,0,0,0
11803,-121.28,38.9,31,1297,765,240,2.7656,93600.0,0,1,0,0,0
11804,-121.29,38.89,10,653,407,146,3.3889,110800.0,0,1,0,0,0
11805,-121.3,38.89,23,1750,1012,315,3.4706,99300.0,0,1,0,0,0
11806,-121.3,38.89,45,1529,793,281,2.9866,91300.0,0,1,0,0,0
11807,-121.32,38.89,9,5698,3132,1092,2.8194,111300.0,0,1,0,0,0
11808,-121.14,38.92,16,2069,889,299,4.6771,212000.0,0,1,0,0,0
11809,-121.1,38.92,21,4064,1847,859,3.0321,135500.0,0,1,0,0,0
11810,-121.11,38.91,24,2558,1149,403,4.0679,190500.0,0,1,0,0,0
11811,-121.1,38.94,42,410,706,112,1.0179,125000.0,0,1,0,0,0
11812,-121.07,38.92,15,5301,2335,831,4.515,164000.0,0,1,0,0,0
11813,-121.05,38.92,34,2144,899,378,3.3021,158800.0,0,1,0,0,0
11814,-121.15,39.0,15,4145,1872,680,4.3553,220600.0,0,1,0,0,0
11815,-121.19,38.95,16,2544,1199,412,4.5129,196300.0,0,1,0,0,0
11816,-121.11,38.95,14,3888,1830,844,1.8238,158600.0,0,1,0,0,0
11817,-121.1,38.95,17,1475,943,363,2.1287,55300.0,0,1,0,0,0
11818,-121.06,38.98,14,2267,1140,369,4.7019,212800.0,0,1,0,0,0
11819,-121.05,38.97,12,3676,1572,510,4.8214,201900.0,0,1,0,0,0
11820,-121.09,38.97,13,1467,688,231,5.2536,191900.0,0,1,0,0,0
11821,-121.1,39.0,16,1106,505,187,5.0126,192300.0,0,1,0,0,0
11822,-121.08,38.95,18,1931,1271,377,2.7463,156100.0,0,1,0,0,0
11823,-121.08,38.93,14,4239,1729,794,2.4278,167700.0,0,1,0,0,0
11824,-121.07,38.94,14,1710,839,297,4.7143,150700.0,0,1,0,0,0
11825,-121.04,38.95,22,1931,1009,407,2.75,153200.0,0,1,0,0,0
11826,-120.99,39.04,17,2289,1182,397,2.3696,166800.0,0,1,0,0,0
11827,-120.98,38.99,17,3403,1540,622,3.6354,162900.0,0,1,0,0,0
11828,-121.04,39.0,21,4059,1874,693,4.8051,174300.0,0,1,0,0,0
11829,-121.02,39.01,17,4786,2066,770,3.9734,185400.0,0,1,0,0,0
11830,-121.0,39.0,4,170,93,27,8.013024999999999,312500.0,0,1,0,0,0
11831,-120.87,39.18,25,2691,964,373,3.9196,142700.0,0,1,0,0,0
11832,-120.87,39.15,17,1819,736,283,2.8603,128900.0,0,1,0,0,0
11833,-120.58,39.27,15,4126,723,266,3.0147,118800.0,0,1,0,0,0
11834,-120.33,39.3,16,868,44,21,3.0,175000.0,0,1,0,0,0
11835,-120.18,39.28,14,5698,701,254,4.0819,141300.0,0,1,0,0,0
11836,-120.22,39.2,22,5698,845,353,3.3699,244000.0,0,1,0,0,0
11837,-120.96,39.12,24,2069,909,374,2.5326,139100.0,0,1,0,0,0
11838,-120.98,39.08,20,4570,2125,815,3.0403,148000.0,0,1,0,0,0
11839,-120.94,39.05,8,3758,1744,661,3.1972,151500.0,0,1,0,0,0
11840,-120.98,39.93,25,2220,912,449,1.8914,87800.0,0,1,0,0,0
11841,-120.95,39.93,26,2023,922,365,2.8125,83500.0,0,1,0,0,0
11842,-120.93,39.9,20,1511,791,320,2.0221,70900.0,0,1,0,0,0
11843,-120.9,39.93,23,2679,1424,529,2.8812,81900.0,0,1,0,0,0
11844,-120.9,39.95,20,1349,601,203,3.5417,96600.0,0,1,0,0,0
11845,-120.93,39.96,15,1666,816,316,2.9559,118800.0,0,1,0,0,0
11846,-120.92,40.02,35,383,202,72,2.6458,102500.0,0,1,0,0,0
11847,-120.74,39.9,23,1017,387,152,2.2656,88200.0,0,1,0,0,0
11848,-120.57,39.78,15,1291,582,242,2.1216,102000.0,0,1,0,0,0
11849,-120.66,39.72,15,3763,717,348,2.2019,130500.0,0,1,0,0,0
11850,-120.74,39.82,9,1955,294,122,3.9583,126500.0,0,1,0,0,0
11851,-121.0,39.75,8,1116,27,39,2.5893,83000.0,0,1,0,0,0
11852,-121.14,39.86,16,2534,638,244,2.2101,88800.0,0,1,0,0,0
11853,-120.53,39.79,18,1234,543,201,2.5156,71900.0,0,1,0,0,0
11854,-120.48,39.78,11,513,204,86,2.375,100000.0,0,1,0,0,0
11855,-120.45,39.8,47,2149,965,419,1.7829,55900.0,0,1,0,0,0
11856,-120.46,39.83,18,3406,1567,617,2.2717,75900.0,0,1,0,0,0
11857,-120.38,39.82,10,1262,510,209,2.1667,92800.0,0,1,0,0,0
11858,-120.15,39.8,19,785,366,140,3.0625,82500.0,0,1,0,0,0
11859,-120.94,40.17,22,1334,597,222,2.2132,89200.0,0,1,0,0,0
11860,-120.91,40.08,24,1629,641,274,2.2067,69600.0,0,1,0,0,0
11861,-120.94,40.14,31,3127,1345,580,1.5774,58000.0,0,1,0,0,0
11862,-121.23,40.01,38,725,219,115,1.625,75000.0,0,1,0,0,0
11863,-120.71,40.13,19,897,276,110,2.9554,89400.0,0,1,0,0,0
11864,-121.25,40.27,25,958,28,16,2.625,67500.0,0,1,0,0,0
11865,-121.24,40.31,36,1597,632,262,3.5962,93600.0,0,1,0,0,0
11866,-121.23,40.29,21,3229,1501,582,2.1524,77100.0,0,1,0,0,0
11867,-121.19,40.23,10,1572,247,104,5.8453,193800.0,0,1,0,0,0
11868,-121.08,40.19,11,919,69,43,1.6944,137500.0,0,1,0,0,0
11869,-121.06,40.23,23,1127,215,85,3.4844,143800.0,0,1,0,0,0
11870,-121.09,40.3,15,1717,501,206,3.6477,113400.0,0,1,0,0,0
11871,-121.14,40.29,17,1944,384,172,1.6875,111500.0,0,1,0,0,0
11872,-121.15,40.25,14,5156,616,281,3.3462,145200.0,0,1,0,0,0
11873,-117.35,34.0,38,1214,723,236,2.5469,87800.0,0,1,0,0,0
11874,-117.36,33.99,42,1178,804,283,2.9688,92900.0,0,1,0,0,0
11875,-117.37,34.0,36,730,476,142,2.4306,88900.0,0,1,0,0,0
11876,-117.37,34.0,41,1248,770,250,3.025,90600.0,0,1,0,0,0
11877,-117.36,34.0,19,4592,2769,838,3.3622,105100.0,0,1,0,0,0
11878,-117.37,34.01,15,1386,703,185,3.6415,124200.0,0,1,0,0,0
11879,-117.38,34.0,45,2881,1470,515,3.3687,123800.0,0,1,0,0,0
11880,-117.38,33.99,52,1797,905,313,2.7054,141700.0,0,1,0,0,0
11881,-117.38,33.98,52,2274,1167,504,2.0284,101600.0,0,1,0,0,0
11882,-117.39,33.98,37,2337,948,437,3.145,169100.0,0,1,0,0,0
11883,-117.41,33.97,24,950,383,182,3.0694,125000.0,0,1,0,0,0
11884,-117.37,33.98,43,2862,1878,675,2.1151,96700.0,0,1,0,0,0
11885,-117.38,33.97,29,1157,2027,253,1.6389,155000.0,0,1,0,0,0
11886,-117.38,33.98,10,642,462,186,2.1528,162500.0,0,1,0,0,0
11887,-117.37,33.98,27,1342,844,484,1.1194,95800.0,0,1,0,0,0
11888,-117.37,33.99,44,917,666,220,1.685,114200.0,0,1,0,0,0
11889,-117.36,33.98,46,1680,1570,435,2.0436,82300.0,0,1,0,0,0
11890,-117.37,33.97,34,3676,2653,682,2.5804,92400.0,0,1,0,0,0
11891,-117.37,33.97,38,1156,877,200,1.4514,79900.0,0,1,0,0,0
11892,-117.37,33.97,40,1166,976,244,1.95,84800.0,0,1,0,0,0
11893,-117.37,33.98,52,201,130,24,2.025,125000.0,0,1,0,0,0
11894,-117.35,33.99,45,131,89,31,2.6071,112500.0,0,1,0,0,0
11895,-117.35,33.98,31,4163,3132,1076,1.6943,85900.0,0,1,0,0,0
11896,-117.35,33.97,27,3960,2807,838,3.024,122500.0,0,1,0,0,0
11897,-117.36,33.97,32,1625,1212,327,2.7596,82200.0,0,1,0,0,0
11898,-117.36,33.98,33,2070,1851,467,2.4667,80700.0,0,1,0,0,0
11899,-117.37,33.96,33,3974,1398,528,7.2519,216600.0,0,1,0,0,0
11900,-117.35,33.96,25,2396,951,314,8.013024999999999,235200.0,0,1,0,0,0
11901,-117.35,33.95,28,1650,557,211,7.6632,204800.0,0,1,0,0,0
11902,-117.37,33.94,14,5698,3132,1092,6.6635,219600.0,0,1,0,0,0
11903,-117.36,33.92,7,5698,3132,1092,8.013024999999999,315200.0,0,1,0,0,0
11904,-117.39,33.97,52,3307,1269,529,4.3176,136200.0,0,1,0,0,0
11905,-117.38,33.97,30,2953,1406,580,2.6895,150000.0,0,1,0,0,0
11906,-117.39,33.96,52,1992,948,358,3.2917,129300.0,0,1,0,0,0
11907,-117.4,33.96,51,1806,709,298,3.575,125500.0,0,1,0,0,0
11908,-117.39,33.97,48,1915,1060,376,3.4044,117900.0,0,1,0,0,0
11909,-117.4,33.97,38,1383,649,232,5.0194,148900.0,0,1,0,0,0
11910,-117.4,33.97,41,1707,660,269,3.8618,134800.0,0,1,0,0,0
11911,-117.41,33.96,32,2837,1393,595,2.3798,118800.0,0,1,0,0,0
11912,-117.41,33.96,24,4481,2398,823,3.864,123400.0,0,1,0,0,0
11913,-117.41,33.97,34,2316,956,389,4.337,157800.0,0,1,0,0,0
11914,-117.44,33.96,29,124,50,18,8.013024999999999,112500.0,0,1,0,0,0
11915,-117.43,33.96,28,3747,2399,646,3.8682,116500.0,0,1,0,0,0
11916,-117.44,33.95,31,914,556,161,3.7344,115300.0,0,1,0,0,0
11917,-117.4,33.95,46,2189,866,389,3.1384,111500.0,0,1,0,0,0
11918,-117.4,33.95,32,1979,954,444,2.4408,117300.0,0,1,0,0,0
11919,-117.41,33.95,37,1586,675,305,2.9583,132100.0,0,1,0,0,0
11920,-117.41,33.95,37,1462,849,287,3.0542,123900.0,0,1,0,0,0
11921,-117.42,33.95,32,4251,2494,798,2.8173,110800.0,0,1,0,0,0
11922,-117.42,33.96,33,2275,1691,459,2.7452,98100.0,0,1,0,0,0
11923,-117.41,33.96,27,2341,1272,415,3.0208,112700.0,0,1,0,0,0
11924,-117.38,33.96,30,3153,1544,575,3.4491,133800.0,0,1,0,0,0
11925,-117.39,33.95,36,1380,598,262,3.1667,122900.0,0,1,0,0,0
11926,-117.39,33.95,35,1599,721,287,4.125,120700.0,0,1,0,0,0
11927,-117.4,33.95,43,633,292,135,1.1601,121400.0,0,1,0,0,0
11928,-117.39,33.96,49,2527,1344,451,4.0833,114400.0,0,1,0,0,0
11929,-117.37,33.95,32,2215,771,311,4.3542,142600.0,0,1,0,0,0
11930,-117.37,33.94,20,1682,706,291,4.0966,140100.0,0,1,0,0,0
11931,-117.38,33.94,21,2468,1164,385,4.0625,136800.0,0,1,0,0,0
11932,-117.39,33.93,26,3014,1832,485,4.8333,127900.0,0,1,0,0,0
11933,-117.39,33.95,35,3306,1742,673,3.7109,109100.0,0,1,0,0,0
11934,-117.4,33.94,30,1198,1019,214,3.0509,82700.0,0,1,0,0,0
11935,-117.4,33.93,35,1468,1168,261,2.2222,81300.0,0,1,0,0,0
11936,-117.41,33.93,35,793,669,128,4.0156,89300.0,0,1,0,0,0
11937,-117.4,33.94,37,987,551,191,3.5865,112000.0,0,1,0,0,0
11938,-117.4,33.94,42,943,466,203,3.1458,116000.0,0,1,0,0,0
11939,-117.41,33.94,33,2074,911,420,2.87,117600.0,0,1,0,0,0
11940,-117.41,33.94,29,3181,1603,706,3.25,112500.0,0,1,0,0,0
11941,-117.42,33.93,32,2885,1509,590,3.1795,125600.0,0,1,0,0,0
11942,-117.41,33.94,22,4179,2096,1013,2.4435,118500.0,0,1,0,0,0
11943,-117.42,33.94,26,2420,1383,469,3.5403,113500.0,0,1,0,0,0
11944,-117.42,33.94,35,1764,1094,353,4.1528,113900.0,0,1,0,0,0
11945,-117.43,33.95,36,2284,1425,405,4.0526,104500.0,0,1,0,0,0
11946,-117.43,33.93,36,2386,1176,374,4.5122,113300.0,0,1,0,0,0
11947,-117.43,33.93,15,4836,3012,1092,2.1865,129300.0,0,1,0,0,0
11948,-117.43,33.93,31,1273,686,254,2.4922,109400.0,0,1,0,0,0
11949,-117.44,33.93,34,1577,880,284,4.6327,116000.0,0,1,0,0,0
11950,-117.45,33.94,12,3539,1987,859,2.1023,103700.0,0,1,0,0,0
11951,-117.44,33.94,32,2349,1479,425,3.9118,114100.0,0,1,0,0,0
11952,-117.44,33.94,30,2992,1521,507,3.9128,126900.0,0,1,0,0,0
11953,-117.44,33.94,32,1814,903,306,4.1776,118700.0,0,1,0,0,0
11954,-117.44,33.93,33,1371,715,227,4.375,129900.0,0,1,0,0,0
11955,-117.45,33.93,20,5698,3132,1092,3.2731,113900.0,0,1,0,0,0
11956,-117.44,33.92,33,2433,1466,517,3.0437,110800.0,0,1,0,0,0
11957,-117.45,33.91,29,2320,1358,415,3.7333,121400.0,0,1,0,0,0
11958,-117.45,33.92,35,2552,1840,551,2.2548,113300.0,0,1,0,0,0
11959,-117.39,33.92,25,2886,2327,577,2.3851,113700.0,0,1,0,0,0
11960,-117.4,33.9,32,1263,508,180,3.6667,314100.0,0,1,0,0,0
11961,-117.44,33.9,23,4487,2609,778,4.2788,148700.0,0,1,0,0,0
11962,-117.43,33.91,15,5698,3132,1092,4.3222,138000.0,0,1,0,0,0
11963,-117.42,33.89,4,80,55,13,7.7197,193800.0,0,1,0,0,0
11964,-117.4,34.01,25,1858,1311,331,2.7083,87800.0,0,1,0,0,0
11965,-117.41,34.01,34,1231,841,199,2.6442,92000.0,0,1,0,0,0
11966,-117.43,34.02,33,3084,1753,449,3.05,97800.0,0,1,0,0,0
11967,-117.42,34.02,9,5455,3015,858,4.2321,162800.0,0,1,0,0,0
11968,-117.4,34.0,24,2316,1829,532,1.6955,86800.0,0,1,0,0,0
11969,-117.4,34.0,31,1192,1013,283,2.0742,76200.0,0,1,0,0,0
11970,-117.41,34.0,38,2228,1697,530,1.9052,83400.0,0,1,0,0,0
11971,-117.43,33.98,21,2634,1376,406,4.2589,152200.0,0,1,0,0,0
11972,-117.42,33.98,16,5698,3132,1092,3.0606,119500.0,0,1,0,0,0
11973,-117.45,34.01,26,3042,1720,551,2.76,95200.0,0,1,0,0,0
11974,-117.43,34.01,34,2101,1150,377,3.0909,98300.0,0,1,0,0,0
11975,-117.41,34.0,26,2372,1647,612,1.4719,88600.0,0,1,0,0,0
11976,-117.42,34.0,32,1617,1153,385,3.016,96600.0,0,1,0,0,0
11977,-117.43,33.99,18,3307,1738,457,4.566,116900.0,0,1,0,0,0
11978,-117.44,33.99,12,5698,3132,1092,4.5625,171300.0,0,1,0,0,0
11979,-117.5,34.0,15,1929,1237,316,4.4063,128500.0,0,1,0,0,0
11980,-117.49,33.99,21,2050,1153,336,4.84,116400.0,0,1,0,0,0
11981,-117.48,33.98,20,2451,1785,456,3.3966,115000.0,0,1,0,0,0
11982,-117.49,33.98,17,2727,1691,448,4.8371,160600.0,0,1,0,0,0
11983,-117.5,33.98,21,2394,1291,381,4.2099,138700.0,0,1,0,0,0
11984,-117.47,33.98,8,5698,3132,1092,4.9886,158100.0,0,1,0,0,0
11985,-117.48,34.01,23,2000,1361,388,4.369,121100.0,0,1,0,0,0
11986,-117.49,34.02,35,2051,1466,425,3.6711,108200.0,0,1,0,0,0
11987,-117.49,34.02,21,3736,2021,640,4.4545,142400.0,0,1,0,0,0
11988,-117.51,34.02,24,5698,3132,1092,2.1764,135300.0,0,1,0,0,0
11989,-117.48,34.0,12,5698,3132,1092,3.8529,145500.0,0,1,0,0,0
11990,-117.51,34.0,36,3791,2258,672,3.2067,124700.0,0,1,0,0,0
11991,-117.52,33.99,14,5698,3132,1092,5.2759,182900.0,0,1,0,0,0
11992,-117.53,33.97,34,1293,774,217,3.8906,141000.0,0,1,0,0,0
11993,-117.53,33.97,29,1430,872,283,4.0833,141000.0,0,1,0,0,0
11994,-117.51,33.97,35,352,184,57,3.6691,137500.0,0,1,0,0,0
11995,-117.53,34.02,19,256,101,28,5.3269,375000.0,0,1,0,0,0
11996,-117.6,33.94,26,2925,1921,501,3.1859,153100.0,0,1,0,0,0
11997,-117.55,34.0,17,3583,1587,719,2.6979,75000.0,0,1,0,0,0
11998,-117.53,33.94,21,5675,2834,865,4.2263,203200.0,0,1,0,0,0
11999,-117.55,33.94,30,5398,2672,864,4.4762,163900.0,0,1,0,0,0
12000,-117.56,33.94,29,266,136,40,1.625,164300.0,0,1,0,0,0
12001,-117.56,33.94,6,575,318,88,7.0215,257100.0,0,1,0,0,0
12002,-117.57,33.93,3,1240,519,146,7.5408,271900.0,0,1,0,0,0
12003,-117.55,33.95,17,3196,1581,462,5.9333,229400.0,0,1,0,0,0
12004,-117.59,33.91,7,5698,3132,1092,5.4872,203400.0,0,1,0,0,0
12005,-117.57,33.9,7,3797,2369,720,3.5525,137600.0,0,1,0,0,0
12006,-117.56,33.89,16,693,365,176,2.3417,191700.0,0,1,0,0,0
12007,-117.55,33.89,25,2999,1396,458,5.6973,164800.0,0,1,0,0,0
12008,-117.52,33.89,2,5698,3132,1092,5.1695,220800.0,0,1,0,0,0
12009,-117.6,33.91,15,1864,1006,288,7.2379,251000.0,0,1,0,0,0
12010,-117.55,33.93,25,5187,2725,860,4.1865,154300.0,0,1,0,0,0
12011,-117.55,33.92,24,2807,1653,509,4.8167,163300.0,0,1,0,0,0
12012,-117.55,33.9,21,1839,871,307,3.4459,198800.0,0,1,0,0,0
12013,-117.53,33.92,12,2290,728,228,6.1561,233500.0,0,1,0,0,0
12014,-117.58,33.92,16,4157,2036,594,6.155,246400.0,0,1,0,0,0
12015,-117.57,33.91,22,2620,1324,362,5.3735,214600.0,0,1,0,0,0
12016,-117.59,33.93,17,338,200,46,7.8118,244200.0,0,1,0,0,0
12017,-117.5,33.93,19,4741,2903,796,4.3723,135600.0,0,1,0,0,0
12018,-117.49,33.91,17,5364,3132,936,3.2857,139100.0,0,1,0,0,0
12019,-117.5,33.92,31,2529,1504,426,2.9821,115600.0,0,1,0,0,0
12020,-117.5,33.92,28,2101,1061,348,4.55,146800.0,0,1,0,0,0
12021,-117.51,33.95,12,5698,3132,1092,4.9984,169100.0,0,1,0,0,0
12022,-117.46,33.95,34,1565,1142,328,3.6979,99600.0,0,1,0,0,0
12023,-117.47,33.95,15,5698,3132,1092,4.1264,124600.0,0,1,0,0,0
12024,-117.5,33.96,12,5698,3132,1092,4.2985,139200.0,0,1,0,0,0
12025,-117.5,33.95,29,932,711,172,4.8214,143400.0,0,1,0,0,0
12026,-117.46,33.94,26,2481,2411,552,1.7059,85800.0,0,1,0,0,0
12027,-117.47,33.94,34,559,532,137,3.0687,88500.0,0,1,0,0,0
12028,-117.48,33.94,19,1891,1693,416,2.7813,112900.0,0,1,0,0,0
12029,-117.48,33.94,29,1625,1046,320,3.1985,117300.0,0,1,0,0,0
12030,-117.49,33.94,28,2787,1684,467,4.0256,127100.0,0,1,0,0,0
12031,-117.46,33.93,16,4112,2821,857,3.0122,114700.0,0,1,0,0,0
12032,-117.46,33.93,19,4780,3043,766,3.7431,132800.0,0,1,0,0,0
12033,-117.46,33.92,21,713,476,142,3.5208,121100.0,0,1,0,0,0
12034,-117.47,33.93,33,919,724,235,3.4028,110500.0,0,1,0,0,0
12035,-117.47,33.94,34,2086,1501,395,3.2311,105600.0,0,1,0,0,0
12036,-117.46,33.94,35,1566,1056,279,3.5227,105400.0,0,1,0,0,0
12037,-117.48,33.93,31,2191,1564,450,2.6776,122000.0,0,1,0,0,0
12038,-117.47,33.92,18,3869,2500,726,3.6583,126100.0,0,1,0,0,0
12039,-117.49,33.93,26,2970,2156,558,3.9522,124600.0,0,1,0,0,0
12040,-117.47,33.91,21,3491,1920,669,2.2241,127300.0,0,1,0,0,0
12041,-117.46,33.9,10,5698,3132,1092,3.3187,144800.0,0,1,0,0,0
12042,-117.48,33.89,14,5698,3132,1092,4.7295,149900.0,0,1,0,0,0
12043,-117.49,33.9,7,5698,3132,1092,3.6071,159100.0,0,1,0,0,0
12044,-117.48,33.91,22,3611,1869,649,4.2207,141100.0,0,1,0,0,0
12045,-117.44,33.88,5,2589,1109,360,6.8089,334100.0,0,1,0,0,0
12046,-117.51,33.89,16,5418,2690,1088,4.0556,158000.0,0,1,0,0,0
12047,-117.51,33.88,24,3044,2541,564,4.131,123800.0,0,1,0,0,0
12048,-117.52,33.88,21,722,770,165,2.5656,102500.0,0,1,0,0,0
12049,-117.53,33.88,22,2855,2453,624,3.1312,91000.0,0,1,0,0,0
12050,-117.5,33.87,4,5698,2866,850,5.0493,239800.0,0,1,0,0,0
12051,-117.56,33.88,36,838,722,180,2.4861,96200.0,0,1,0,0,0
12052,-117.58,33.89,14,1731,1269,351,2.3654,107900.0,0,1,0,0,0
